"prol_id","choice","fr_why_first_over_second","fr_why_second_over_third","coder"
"5fe0f0cf29598a2ce2cff400","pf","Points system was the most fail than the lottery . on the point system easily identify the business was loss effects of covid 19 .","on lottery system hole presses on the luck but if use fist come fist served use people easily do it .","K"
"5ea47bda5b1a9807ed89eb76","pl","The points system seems to give help first to those businesses which need it the most, where the other systems seemed to be more arbitrary.  If the idea is to give help, then those with the greatest need should be helped first.","You cannot apply to something before you know that it exists.  Just because someone hears about the program before you heard about it shouldn't mean they should have priority.  At least the lottery is arbitrary, and favors no one.","K"
"5fe3dea099e7cf136c725b50","fl","Because everyone can benefit more from it.","Because it is more important than that.","K"
"5fada8e82900b41770c18ed4","pl","I think a points system is more fair as it allocates aid based on certain factors, such as who the owner is and which businesses require more aid than others. This allocates aid to those who may need it more rather than those who put their applications in first.","First-come first-served is unfair as it gives precedence to those who send in applications immediately, regardless of their actual need for aid or their status as a business. A lottery eliminates that and forces the aid to be random.","K"
"5d42486206811e001ada5b4b","pf","i think this would be the most fair and the most efficient way to do this and the way a business makes money or the way a business losses money","the ones that apply first for help should get it first before others","K"
"5fb5de98af57001e7b249e68","fp","Because it shows that the people who put in the effort before others really want the help. I'm sure everyone needs help but it would motivate people to apply for help and by knowing the first 500 would get help first it would be a good motivator and be a nice reward for those who were the first 500.","I dont like the idea of just randomly selecting businesses. To me it makes more sense to have a ""checklist"" that you need to have in order to be eligible. The people who have been effected by covid 19 and show that they truly need the help seems more fair to me than just selecting a random business that might not need the help as bad as another business does.","K"
"5c9293accd8dd00001d0b129","pl","because certain minorities have a harder time pivoting their business to react to COIVD because that takes money and minorities have less credit hisotry.","first cone first served is not a good way to go. people who get on line or submit earlier are not more worthy automatically","K"
"5ce2f6723f8060000109feab","pf","I think the financial help would go to those who need it most","I think the first people to apply are usually the most motivated so that deserves some points","K"
"5cb9ca6814b3cb0017e4f7dd","pl","The system is more fair because it evaluates damage to the business itself  to determine need.","First come first served doesn't evaluate anything beyond who has a social network that notified them earliest or the time to get it done fastest.","K"
"5dd43fb9572604418c5fb05c","lf","It removes the ability of personal relationships to influence who get funded. The brother in law of the mayor does not get an advantage over anyone else.","Again, it removes the potential of favors being done by the political class.","K"
"5ed559e5afbd830e2117ed55","lf","A lottery is completely random, and does not favor anyone based on their age, gender, race, physical condition, location, etc.  
Using a ""first-come, first-served"" system favors people/businesses who are younger, stronger, live closer, have more spare time, etc.","A points system is the least fair because it is the most biased, favoring people/businesses who fulfill certain criteria.  It can also be more weighted towards some factors than others, which makes it even more unfair.","K"
"5fd13d6a41ad490cad91959c","pf","It gives small businesses owned by minorities and businesses hit harder by COVID a greater chance of surviving. The harder hit, the more aid you need.","The randomness of a lottery approach does not seem fair to me, because some or most undeserving businesses could end up with aid.","K"
"5dc1a56a648927000be0fca7","lp","It takes out bias and curruption","Some small businesses do not have all the resources such as lawyers and accountants","K"
"5eaa5d8b040c211e56dc98c0","fp","I always felt like that was a bit fair for people seriously trying to run a business. People would apply for it fast.","A point system might be fair than waiting for a chance to win a lottery. Also think that lotteries are a waste of time but it is no harm in trying it.","K"
"5d31d940814d1c0001c69c5a","pl","It takes ability to survive into account.","Because it does not take into account 1) any of the factors that matter with regard to survival and                          2)a more deserving business might find out about the scheme later, or be dealing with a crisis when the news of the money is announced.","K"
"5f113ec4c304894ad573296c","pf","It is able to assess those who have been serving the community longer and had a viable stake in the market in the first place","Those that are motivated to apply need to be rewarded and not those that just sit back and expect the funding with little effort,","K"
"5e6e40fc59552c3f32334bb9","pf","A points system takes more factors into consideration. It may be more important to keep some businesses open than others.","A lottery doesn’t take into account the bureaucratic effort put in to getting assistance that first-come, first-served does.","K"
"5d94794a521f890016f93604","fl","I think it more fair because people that showed a proactive approach in getting help.","I think this system is less fair because it could help a business that doesn't need it as much.","K"
"5c1046b4c3871300012be287","pl","I don't necessarily think the points system is the best way to fund small businesses, but out of the three choices, it is the most rational.","I don't necessarily think a lottery is better than the other in that ultimately, the money should be given to the public to spend at which businesses of their choosing. That way, the businesses that stay open after COVID are the places people will shop at. Giving money to just any business doesn't make sense there has to be a demand for their products or services or the investment is lost.","K"
"574cca765e5491000f3c89e0","pf","Those hurt the worst should be given help on a greater scale","a lottery is too random for me. at least a first come first serve would take effort from someone to get in early.","K"
"58d069219dbe3f0001258793","pl","A point based system is the best method because it gets the money to businesses that are most affected and therefor need it more.","Some businesses may not have the advanced knowledge of the program to benefit from first come first served. On top of that a first come first served program could have a bottleneck at the beginning of the program and could also entice people to find ways to get themselves to the front of the line.","K"
"5d4e212b81ca1c001b21672c","pl","I would like to see money given according to need. I would like women and minorities succeed.","Large businesses may have the clout and procedures to get ahead of anyone else.  I think it gives the ""little guy"" a fairer chance to get help.","K"
"5be205ca016f560001112fd1","pl","It gives more to people who need it most","It is random and everyone has an equal chance","K"
"5a0efb83ab721b0001ef8509","fp","I think this is less arbitrary and less subject to preference given to certain groups that the selection committe mignt favor.","It is at least a system and I do not want to let the politicians decide on who wins a questionable lottery.","K"
"5f2469423f17ce03bf6bec8b","pf","I feel that businesses that have been operating for a longer time should take priority over newer businesses.","First come first serve is more fair than the lottery because it ensures that ambitious people who quickly submit their applications will receive benefits.","K"
"5ef11fdda0736031899eb5dc","lp","Lottery is the most fair that way no one group is discriminated against and everyone has the same equal chance of getting the grant.","Fist come first served is not fair because there are way too many business that need help.","K"
"5dea7bbcf4c5e11a098a326d","pf","Because plenty of businesses that were big corporations have received the majority of the relief money.","The lottery does not take in whether the business is eligible or not.","K"
"5e9b3f02c99dc204077e4fef","pl","It takes into account factors that could tease out which businesses would need more aid--ie businesses that are disadvantaged to begin with, like those run by women. It also takes into account how much the money is really needed by factoring in the damage done during COVID for each business.","Some people may not have the same opportunities to hear about the application, and this does not mean that they are not in need.","K"
"5e3581ed0082f15283413024","pf","because I think the criteria for who is rewarded is fair","I don't like either one so much, but at least first-come, first-served shows us who is taking the initiative.","K"
"5fcab44038ffaa78260a5bca","pl","A point system is more fair in my opinion, because you are looking at every aspect of the business. You can see how long its been in operations, the sales, who owns it and their is no favoritism on who is selected.","I believe it is least fair, because some individuals do not have access to internet or information on when the help opens up. I would feel that the younger, more technology savvy, generation will be aware of this and will know how to get their first, and they are not looking at any aspect of the business to see if it worth it to have more help.","K"
"5fc838109e99f3178d83db35","lf","The lottery method is blind to all the other considerations.","It is weighted toward businesses owned by women. Everyone should get equal consideration.","K"
"5cb929bfebd17d0017e7f848","lf","Every business that applies get an equal chance of getting help with this scenario. There is no favoritism involved.","Because it favors minority run businesses over businesses that might have more of a need and meet the other criteria.","K"
"5e5c88c3be924d475ff0fc34","fp","Because then it depends on the business if they get help or not.","I'm not really sure.  I didn't think too much about the lottery.","K"
"5f47fb27144b1c26977010d2","pl","I think it is more fair because it takes into account how much a business has suffered due to the pandemic, barriers to starting their business, and if it comes from a historically neglected community. Lottery and first-come, first-served seek to be neutral but by being neutral, they help those that either do not need it or serve communities that can support themselves.","First-come, first-served is least fair because, more often than not, white businesses are better informed by their local governments than minority owned businesses so they would be less likely to file immediately and thus those businesses with connections will file first and receive funding rather than businesses that weren't informed in a timely manner or those owners may not have time to file early thus putting them at a disadvantage. A straight lottery is more fair than that even though a lottery isn't all that fair.","K"
"5ceff90683416100197cde83","pl","because it is the only one involving some kind of evaluation of the business and their loss. the others do not take into account any such factors.","because a lottery gives equal chances to everyone whereas a first come first served model will be skewed towards a majority population and people who are well informed /well connected.","K"
"5ae4c1d47edeb000014a7661","lp","Using a lottery system no one can use influence to get more funds or get before others in line. I think this is the most fair system for all involved.","I don’t think a first come first serve is a good system during an emergency. It does not fairly allocate the funds as they are needed.","K"
"5a8ef79a0f1bce0001228222","pl","A points system is more fair because certain circumstances are taken into account.","I think a lottery is more fair because  I would feel I had more of a chance.","K"
"5c101f812a1a620001f04007","lf","A lottery gives EVERYONE a fair chance.","I think a small business that has not been around for awhile should be able to be in competition.  That owner may have invested his life savings and should be able to have a chance.  Also, just because it is owned by a woman should not give it points.  A business owner is a business owner, period.","K"
"5fd11009a38b0704c941a136","fl","first come first served gives businesses the ability to take initiative","points is based on identity which makes it too political.","K"
"56db4c217dcddf000bd5853c","pf","Because it gives a women-owned minority business a better chance at getting funds.","It's better than a lottery because it gives people the chance to show up and apply it's not ideal but is better than the lottery.  ideally, it should be based on need.","K"
"5b846b48338a930001566887","lf","The lottery will distribute the rewards more randomly. This includes businesses that are hurting more than businesses that have lawyers and staff to navigate the other choices.","Points systems will inevitably lead to cheating. Like claiming to be a woman run enterprise when it becomes advantageous.","K"
"5e6002b9e9e2ca34e24deab8","pl","Without taking into account the things points are being given for: longevity of business, how much COVID has damaged the business, and how much society has damaged or worked against the business prior to COVID, we might end up giving money to businesses that are in great shape rather than to businesses that are hurting -- or giving it to fly-by-night shops that opened last week for the purpose of collecting assistance money.","Lotteries at least are a flat system where everyone, regardless of need, has the same chance.  First-come first-served, in this kind of situation, ends up rewarding businesses which can fill out complicated government paperwork the quickest: those with high-intelligence and/or high-education owners and staff, or those who can afford to hire a lawyer or accountant to do this work swiftly for them -- that is, the very companies *least* in need of help.","K"
"5e07a0898dffa00ff1aaf60f","pf","Not sure really but it seems more fair than the other two options...","A lottery is least fair I think because it seems to be more up in the air situation...no one can be certain that they would get help..","K"
"5f999825a34e730101a8fdf7","pf","because a first-come first-served in is unfair as it doesn't allow for review of each company applying","because a lottery is luck and chance and that isn't always fair to those who might need aid the most","K"
"5bd893be30bfa90001efc6ce","lf","so all who apply will have a fair chance of being helped","because it is slow  system in getting help to those who need it the most","K"
"5fe92ddcadaa09856772443f","pf","A points system would make sure that the businesses most affected by Covid-19 will get the relief they need first. Any of the other choices leave getting the relief up to chance and that is not good.","Lottery is the worst because it is too luck based. Some companies that don't even need that much help might win. I would rather the businesses who take matter into their own hands and go to sign up as quick as they can, as opposed to leaving it to chance.","K"
"5c92870723bd7e001870138e","lp","no favoritism in a lottery","better criteria using the points system","K"
"5e500ab1ec45d305b6b82d9f","pf","I think it's fairer to give the money to the businesses that need the most help, which it seems like the points system would do.","The lottery would be totally random, which doesn't seem fair to me.","K"
"5eade699f986094c0f1d46e3","lp","There are likely more than 500 businesses in need.","Some businesses may be trying to turn things around on their own","K"
"59ff47d47ecfc50001be0555","fp","It's unbiased so who ever is selected there was no prejudice.","There is no rhyme or reason to it","K"
"5f9f81fd4fa66c5d0b60457c","pf","Not every business is hit as hard or the same as another company. So the worst hit businesses should recevie more","Lottery is completely random. People who don't need the assistance can still win which won't help the businesses that truly need it","K"
"5f498900c3368e3df50ea6ac","pf","The government doesn’t have unlimited money so having them be able to assess who had the most damage done would mean that the government can help more. As opposed to how horribly America had the response which gave trillions to the largest companies and let the small businesses fail.","The largest and richest companies can easily apply and take the money from the smaller companies that are struggling a lot more.","K"
"5f29dfe7512c2817f7957e1a","fp","It takes out any other third party judgement like in a points system or lottery. Those who actively seek out help first should be able to get that help first.","In a points system, at least those that are hurting the most are highest priority. A lottery leaves everything up to chance and doesn't take any other factors into consideration.","K"
"5d360ba82fd5a40001e596fd","lf","First-come, first-served may not necessarily be fair, because organizations that are quickest may have some inherent advantages in terms of size or manpower that enables them to apply faster. A points system is inherently unfair in a couple of ways. I actually think that giving businesses that are the worst-off is a good idea, but then adding some sort of gender requirement is ridiculous. If a business is owned by a husband/wife, for example, the points system would favor the one with the wife listed as owner when the two businesses could be identical in every other respect. Such a simplistic system fails to recognize a lot of the nuance in small business.","I'll repeat my previous answer in that ignoring other aspects of the business for the sake of gender misses a lot of the nuance and complexity of small business ownership. If a business is owned by a husband/wife, for example, the points system would favor the one with the wife listed as owner when the two businesses could be identical in every other respect. Such a simplistic system fails to recognize a lot of the nuance in small business.","K"
"5f3678f5997c28018ad180d5","pf","I think a point system means you put forth effort.  You are trying to keep your business afloat.","A lottery is all luck.  There is very little thought put into it.","K"
"5f491f40c53d36421f2a6bf5","fp","Firat come first served reflects those who most interested thus those who are really in need of aid","Points system is more fair as it checks to see which company has been affected the worst rather than picking random company that probaly doesnt need the aid","K"
"5f5588eb6fb28c959e202247","lf","It gives business that are a bit slower to apply a chance to get money.","The points favor business with certain aspects, like whether the business owner is a woman.","K"
"5e78bf026d9a62443b9d5b74","pl","There are many factors and decisions to make in regards to the grants.  None of these decisions are easy.  However, if there is a clear way to assign merits to the grants based on qualifying factors I think that is a good way to decide.","Because this business might be better off than others and they get help because they came in before anyone else doesn't seem fair.  Everyone needs to be evaluated and if you get it just because you were in early doesn't necessarily mean you should get the money.","K"
"5d79156e0c89aa0001026dc8","pl","The government usually knows who needs the most help.","The lottery gives everyone a fair chance.","K"
"5e48d3d8b26b05361ff522f2","pf","This considers the damage caused by COVID-19","This is because those with the least damage could get help.","K"
"5ec5da54eb1e2b6536710787","pl","It's the businesses that are in need most in allows for immediate help for those that actually need the money.","First come first serve it's very unfair because many businesses cannot apply quickly and are left in the dust when they actually need help a lottery would help randomize the winner","K"
"5fc7a6aaa7646c0009521161","pl","because the larger employers can utilize their size and knowledge to be the first come and first served.","Because the largest companies have the knowledge on how to get the help and get it all before the smaller companies that actually need it.","K"
"5dd2c24718beb62c404d5099","pl","If the points system is fair then those most damaged and if equity is thrown in ( a questionable concept with too many variables) then the most in need will get priority.","This gives precedent to those with the most resources and familiarity with the economic ecosystem of the area. Those businesses that need outreach will be left behind.","K"
"5f7d3538b89b0f20774c0921","pl","A points system can assess which businesses are in more need of a grant. Although all businesses are hurting, some have sustained more loss than others, and as previously stated, some have been in business longer and are a vital part of the local economy. Using a lottery or first-come, first-served system neglects all of the valid points.","A points based system is more fair than a lottery or first-come, first-served system.","K"
"5c3cd3463b58fd0001e1f076","lf","The first come isn’t fair because not everyone finds out about where to get help at the same time.  The point system would of been the most fair if it didn’t say women owners. So I figured lottery is the most unbiased way to go.","The points system specified women which I think is biased and I’m a women.","K"
"559d9916fdf99b1e2b2dc6b8","pl","I'm not sure I do, honestly. It just seemed like the best way to apportion limited funds. I don't like some of the criteria mentioned  - for example, length of time in business doesn't mean much if a new business is the only one that can meet some people's needs - but I think that could be changed.","This question is easier to answer. It's because some businesses might not find out about the extra help right away (government being incredibly complicated and not good at communicating what's available). They shouldn't be penalized - lose out on help - just because they didn't apply quickly enough.","K"
"5e9351e292156003eb6eec58","lf","Everyone gets a fair shot.","It picks winners and losers up front.","K"
"5fe8f5dd2f567132e0fa8055","pf","Because it adds merit and reason for why they get the money.","Because the money won't just go to some random company that isn't working at applying to get the help they need.","K"
"5fcaf486967d8b7bc4c15562","fp","This is the most fair way because these individuals are the ones that applied first so they should be the first to receive the benefits.","A lottery is too randomly selected. I think that through a lottery someone who doesn't need as much help as another individual might get access to it even though they don't have as much of a need.","K"
"5de6bcd545971063d3ff95db","pf","It’s actually probably not more fair than a lottery system. But I also don’t think “time in existence” should be a factor. In fact, I think priority should be given to smaller businesses because large, established business can and should be building a financial safety net for such times. A lottery could shut out a first-year business in dire need of help while Amazon for example could qualify for billions.","I just stated why above. Come to think about it, any business over a certain size and more than so many years established or more than so many employees should be disqualified. Giving billions to billion dollar companies with consistently rising profitability isn’t really helping anyone. Trickle down doesn’t work.","K"
"5e8e7167572c651246e08a7b","fp","I think the businesses that need help the most will do their best to apply to the government for help and secure their spot to receive support.","Lottery has too much of a random factor and could select a business that needs help much less than other struggling businesses.","K"
"5edfef4d1a091532cf35a12f","pf","I think a points system is the most fair because some businesses should have priority over others instead of just being the first to apply.","First come first serve is more fair than a lottery because a company that doesn't really need the support might get it in a lottery system. The first companies that apply should get priority.","K"
"5ca24832cc13cf0017659a7a","pl","It recognizes the businesses that need the most help - there are some businesses that are doing better and need less help, so why waste resources?","First-come first-served is fair to a point but also sort of wasteful - it rewards those who are faster, ignoring true need.","K"
"5dd03b8141fb3f12402df66d","pf","First come first served will have a bias to firms with the resources to put together an application. Smaller, disadvantaged firms won't","Lottery isn't really least fair, but it is better to disburse fungs quickly than wait for everyone to get a grant application in","K"
"5e14ffee6f6c63b33cf77eb3","pl","Those that need it most will receive the help","Just because someone asks first, doesn't mean they deserve it more than others.","K"
"5de7d11fa1a3fb7445c7e643","lp","The chance is better because it includes business that just opened up as well.","Not everyone can get on the list as fast as other businesses. Leaves out the smaller guy.","K"
"5f81eadooafba52e71dcf414","pl","Businesses that were hurt most need help 1st","Sadly to often people have ""help"" in getting to the front of the line.","K"
"5db1abc3a1042700166818a6","lp","It is totally random - so that makes it fair - not that that is the best way to proceed.","First come depends on who knows who.  People who are tipped off will be first in line.","K"
"5f16520a9e2ee97d266d4241","pl","It puts weight on different factors which could be fairer than lottery","lottery is through chance; first come first served is dependent on which one applied. it's not the fault of some other business to apply late because others applied or was in line for about 24 hours before time of application.","K"
"5e753094e8a6f10a9805ed9a","pl","Not all businesses have the same resources, which means that even if they are the most deserving, they may not have access to the materials or resources they need to be able to take advantage of the help that is offered.","First in line does not necessarily equate to most deserving or most in need.","K"
"5fc934a8984e2538827e16c0","pl","I would like to be able to know who was getting it and why, keeps everyone accountable. I don't trust our government so I don't trust them to actually pick randomly for lottery.","It shouldn't be about who has the best insider info so all the large companies get there first with the intel they got from the congress people that they have been making rich.","K"
"5fcd5702bf39b61f76011cd0","pl","The points system is the only option that actually takes into consideration who needs the most help.","The lottery is more fair than first-come first served because everyone has an equal shot at being chosen as opposed to just lucky timing.","K"
"5e9a1e123bfb890ac2cdd820","lf","A lottery ensures that assistance is awarded randomly, without bias. I chose this over the points system, because that system included length of time a business has been open as a factor, and I do not think it is fair.","I think a point system introduces biases, even if they are well-meaning, into the decision.","K"
"5f2de283688d6312e017e8e2","lf","As it is hard to determine why a business is more deserving than the other","Being proactive should be rewarded","K"
"59c86f966a287600011c393e","pl","A points system provides a direct measure of stated concerns to assess community impact and positively influence stability and sustainability among small businesses in need of assistance.  It implies accountability on all sides, and may be transparent.","Many very large businesses owned by wealthy and powerful individuals and interests applied for and got small business relief early on in the pandemic, arguably diminishing the benefit otherwise available to genuine challenged small businesses for whom the program was ostensibly intended.  First come first serve may well favor businesses who have the resources, legal teams, and advantages that reflect existing systemic inequity, while smaller businesses most affected by the pandemic and vulnerable due to their disadvantage would continue to suffer disproportionately.  However, one might assume that the majority of businesses applying for assistance do have a legitimate claim, such as they are determined to be eligible, so a lottery system would allow for assistance to be granted in a more impartial way that could yet provide for asymmetrical circumstances or particularities of need.","K"
"5e837e917441520b9c662931","pf","Because a business that applies first might not need the money as much as a business who might not have a chance to apply in a first come- first serve system or a lottery.","A first-come, first-serve is more fair than a lottery, because a lottery will assign the help randomly instead to those who asked for the help first. Those who apply first might need the help before those who apply later.","K"
"5e1797da928b15062260e30e","lf","A lottery is best because government employees can't determine which small businesses would ""make the most"" out a a small business loan.  Nor which small businesses are the most deserving to get one.  Lottery is better than first come first serve because ""getting in line first"" is a stupid way of prioritizing who should get small business loans.","Government is way too political to fairly assign points.","K"
"5cce4682f2ba8e00017f3de2","fl","I think it's more fair because it allows the business owner to take control of the outcome by allowing them to apply in a timeframe that they see fit.","A lottery is more fair because everyone has the same chance of getting the loan.","K"
"55884984fdf99b4021921e67","pf","It prioritizes the businesses that are hurting the most rather than the ones that were quickest enough to apply.","A lottery is completely random while the first come first served incentivizes applying quickly.","K"
"5a21b2e1e473b80001baaa09","fp","the points system favors minority businesses.I am not a minority.","The lottery does not consider how long a business has served the local community.","K"
"5ddab4c559b1b0a089f10680","fl","It seems more fair than a lottery because businesses made the effort to apply quickly.  It seems more fair than a points system because the points don't make a business more deserving.","A points system seems least fair because it rewards businesses for being around a long time or suffering more Covid-19 damage.  I don't think that makes them more deserving of help.","K"
"5d16badb7b0154001a282fdb","pl","There's more criteria given within the points system.","The two are really neck and neck to me. Not much of a difference.","K"
"5da23c68cf775d001724d361","pl","Often times a first come first served system ends up with people not hearing about it until it's almost or is too late.","This gives everyone an option.","K"
"5d6fbd3f9ba41b0018d20082","pl","I think evaluating need is a top priority in awarding this aid.","It may not reward those that need the money the most.","K"
"560d6f1e54221f001235e1ed","lf","Because it's random. Many people are struggling, and may not have resources such as fast (or any) internet at home, may have lost their phone service, may spend time teaching/taking care of kids or sick partner/parents, etc., so may not be able to jump online right away to enter. I don't think it's fair to give points for race. There are already set asides and other Affirmative Action programs that take that into account.","I think it's somewhat good, other than the race part. I don't think it's fair to push one group ahead of others. Not everyone who's non-black has had advantages, many people/families weren't even here during slavery, and lots of immigrants face/have faced discrimination, I think we need to treat people as individuals, rather than groups.","K"
"5fc44569444cef8809245f94","pf","It's using actual statistics than just randomly selecting a business, whether they sign up first, or are randomly chosen.","It's random.  Businesses need to be selected on their essential-ness.","K"
"59ed1eb67f3d71000171e23b","pl","It's more objective and takes minority status as a positive point gainer.","Minorities often have different cultural practices when it comes to the perception of time, being on time, etc., so it would put them at a disadvantage.","K"
"5f4f29b8c154ed17df64546b","lp","It gets everyone the same probability of receiving the funds.","First-come, first-served means that those who already have access to resources will likely be the first ones to get to the application.","K"
"5e820a4e26ed71918013d860","fp","First-come, first-served eliminates the chance of providing government assistance in an unfair manner. It's merely a process of applying first.","A point-based system seems to reward businesses based on provable merits (experience, track record, revenue earned, number of employees, etc.)","K"
"5cbfd2c776a6810001fd29b2","fp","Because anybody who needs it should get it.","Because you can get it if you actually qualify and need it","K"
"5f4e7288cfb36504c24ea299","pf","it allocates more efficiently","because it is just chance","K"
"5d8a4a5b57f2f50001906436","pf","I think the points system takes into account factors which make businesses more in need, so they should get help first.","I actually think this is a toss-up. Both are not as fair as a points-based system, but I would not rank the lottery or first-come, first-served above the points system.","K"
"57579516643267000797f31c","pl","It can help understand if there are truly COVID-related impacts at a business, can help to differentiate types of businesses, and help businesses that really cannot modify their business practices. However, this would take more time, effort and cost to administer.","It advantages those who are in the know and/or have initial time, expertise, or employees to make the application first.","K"
"5c7afb18de6f7900150c33d2","lf","it gives all businesses an equal chance","government evaluators are reliably incompetent.","K"
"5f83ab775b8c69544d359d95","fl","The lottery could grant loans for business that don't need it. The points system is easily the most biased.","The points system could be the most effective but it is too easily compromised. Winners and losers are then chosen but based skin color, gender, etc... If the point system used actual data: employees employed who pay taxes. Which businesses contribute the most to the local economy, the the point system would be the most fair.","K"
"5fd7977c3e25ec0e722a08ec","pf","Because this gives the government an opportunity to identify the businesses most in need of assistance. The businesses in need are more likely to be provided with assistance.","I'm not sure that it is, I changed my mind several times. My rationale was that businesses most in need are likely to be the first in line, so it may be more fair than a lottery.","K"
"5e711d9e908b46031e32138c","pl","Because a point system help businesses that are in most need","Well it may take some businesses longer to find out about program and then apply for the program. It’s not easy navigating these programs if your not used to them. Lottery makes it an even playing field","K"
"5d75af57bcfd5b001b192708","pl","If a business has been around a long time  it should get a loan","lottery gives every business a chance","K"
"5fbae8831eb7d17f0d548bfe","lp","blind justice.  A system that doesn't see who it's picking to help has to be the least biased.","The old boy network makes sure that the buddies hear about it, get in there and get served.  Sometimes those who are trying the hardest to save what they have don't know what is out there to help them.","K"
"5f021596d7625c0b8e1e2af5","pl","The point system ensures that equity is placed into context in order to help businesses that actually need help over those who may apply, but have other means to obtain assistance","I think this method can be made to benefit those who have access and those who do not","K"
"5fe08ca304a1df9ba476db62","fl","Lottery and points systems don't allow appropriate distribution. The first come first served methof at least makes the decision readonable","It values businesses on meaningless criteria","K"
"5fa3146a9b17545c04ce5b06","pl","Because the point base system takes more into consideration, such as who is affected more by covid ,  making it truly fair.","Because first come first serve can be affected by peoples access to ways of signing up. People with home computers can sign up before people that have to use a public computer etc.","K"
"5f99598bc2b1470009fbc8fd","pf","Definitely, first-come first-served will mean that some businesses won't benefit. therefore using a point system to reward businesses will favor not only large scale businesses but also a small scaled businesses and help them to grow and be resourceful to the nation.","In this situation, first-come first-served might be a better option because most small scaled businesses don't like to gamble.","K"
"5f2f03deec679e2cf4a992e6","lf","I think it is more fair because it doesn't discriminate in any way and it seems to be the fairest of all options that are considered. In reality, going by damage done to the business would be the fairest way, but the one with that criteria also had more points awarded if the business was owned by a women. This, in my mind is discriminatory because there could be a male owned business that really needs the money, but the money could instead go to a female owned business that has suffered less losses simply because they are headed by a female. I think that the best way to do it is to simply look at the losses and the need and make determinations based on that. Then, they can look to make sure that women are being properly represented and perhaps give the funds to a female owned business in some cases when the funds are close in order to distribute things fairly. IE, try to make it fifty fifty if possible.","I think it is the least fair because it takes the sex of the owner into account, opening up the possibility of businesses with more need not getting funding over a business with less need simply because they are not headed by a women. Additionally, the amount of points gained for the business being headed by a women and its overall impact is not discussed so there are to many unknowns there.","K"
"59894fbbda239a0001fb8e16","pl","some have had a harder time than other businesses because of the type of business they have and others are not as affected by the virus","some might not have heard about it and that should not be a reason to deny them or put them last on the list.","K"
"5ebe0fffe718fe000b474854","pf","I think a point system is the most fair because the government can determine which businesses need the most help. also, this system makes sure that minorities owning a small business are taken into account, while the 2 other options don't.","I think this system is better than a lottery because with a lottery, the businesses are selected randomly, and those that need the most help can be discarded and it is unfair. I don't think a first-come, first served system is ideal, but at least it's giving more of a chance to businesses to be selected than the lottery.","K"
"5ed831c573beeb32b5328660","pl","The businesses with the most capacity (infrastructure, resources, etc) would be better positioned to respond quickly in a first-come, first-served process. They may be the businesses with the least amount of damage, which the point system takes into account.","As I explained above, I think the first-come first-served process unfairly advantages businesses with more infrastructure/resources and potentially less damages.","K"
"5de9d78ebe656d10e1a26af6","lp","It allows all to be treated the same. There's no risk of discrimination.","It creates a race to get an application in first. Businesses that have greater resources to pull together the necessary information will get an application in faster than an even smaller business.","K"
"5f3b5b6ab7b6dd85e7094c5b","lf","Because it doesn't good choise","It is great deal so I like it so much.","K"
"5f7e6dd6407e39148fc4d996","pf","Because it takes into account a lot more factors such as credibility, prospect and benefits as opposed to timing or luck.","Lottery system is based on luck and is not ideal to select good business opportunities.","K"
"5c4b844bd8496e0001ede2bf","fl","Simply if they need aid and apply for it assuming they are actually a small business they should be helped. 1st come 1st serve mean those who actually seek aid get it and encourages people to apply due to limited money.","Assigning points to the businesses based on who the owner is not fair. As  I don't think it would be fair to simply let some business fail simply because they are owned by a specific gender.","K"
"5eaa0cc0fb0fca17a3006d9c","pl","Because it is likely to target businesses that need the help more","Simply basing it on the timing of application seems unfair","K"
"5f765a3c8a6ec010370c9cc1","pf","i don't have a reason that i can think of","i don't have a reason that i can think of","K"
"5d3a2d1da46f450019cdf5d3","pl","I really can't explain but ,it just seems more fair to me","still leaves room for discrimination and favoritism","K"
"5c9567e99d4cac0011609746","lp","AS long as the businesses chosen are truly random I think it is pretty fair to do things that way, although I can see how this could lead to some businesses gaining assistance who need it less than others.","I think first come first serve is least fair because the information could spread less quickly in certain communities as compared to others.","K"
"58d7896b4240e5000118f705","pl","Because it takes into account the bias against certain businesses such as women-owned.","There may be bias built into the application process..e.g. fees, time available for application, technological problems, etc. So that more priveleged business owners will tend to be ""first come.""","K"
"5fe5bd6d23b19b3b7ca566d3","fl","Let's start with the Advantages: FCFS algorithm doesn't include any complex logic, it just puts the process requests in a queue and executes it one by one. Hence, FCFS is pretty simple and easy to implement. Eventually, every process will get a chance to run, so starvation doesn't occur.","The principle of first-come-first-served is simple, and it's fair.","K"
"5f533cca31bf350009c01ac1","pf","It gives help to the businesses that need it the most.","A random pick of businesses is an unfair way to give out help because some business that really need the money might not get it.","K"
"5dd827c1393bd37c1adb1d47","lf","I think anything that is random will be fairer than having any sort of human bias involved..","I think a point system unfairly favors businesses that have been around longer and thus has more consistent patronage, so those that get their applications in quickly is a slightly fairer system.","K"
"5e29ff40b053a102517e41ff","pl","I think a points system is more fair than the other methods since the other methods have to do with random variants and not taking into account anything else.","A lottery is more fair than the FCFS method since it is randomized, as in comparison the FCFS method deals with who comes first and last","K"
"5f6666e43be0b923d23c8df8","pl","Looking at those who need the help first and have been harmed by 
Covid-19 the worst is using more common sense.","A lottery is not showing prejudice.","K"
