"prol_id","choice","fr_why_first_over_second","fr_why_second_over_third","coder"
"5e0795cbf9bc33000a747571","pl","I like a point based system with criteria as in the example. It keep money from going out to businesses that do not need the relief  as we we saw in the national news recently.","I like a lottery system but have concerns on the functionality.","X"
"5c4f6c99b813q200011e3473","pf","The point system is more fair because business have suffer more loss","Lottery is random and does not seem fair","X"
"5c31783f2c45d400014b2bfb","pl","A points system gives more attention and thought to all businesses appeals and struggles, rather than selecting randomly. The businesses can describe why they need help, and the government can take into account who the businesses are run by and any other important factors. This assures the money goes to the businesses that actually need it, rather than to whoever applies and may not need it as badly as others.","Maybe some businesses who desperately need the loan were too busy trying to save their business to apply for the loan right away! Not everyone can apply immediately, so it would be very unfair to reward those who were able to apply first.","X"
"5fd2c4b4b1d49d0d9ffa6730","lf","It provides an equal chance to everyone","It favors people based on simply the fact that they are minorities. If that was removed it would be the most fair","X"
"5e3079c558a8c8073fdb1ff9","pf","because they can all be glad handed","because it can be manipulated","X"
"5e885b936d76504cabe57f4f","pl","If the businesses are already established and successful I think they are more deserving and in need.","I would reduce the chances of other business that may not be able to apply first","X"
"5cbf87e2a4f6cd000172a1ec","lf","It’s completely random. The first come first served method creates chaos and can crash a website making some businesses not able to apply in time before its full.","First come first served is more fair because the points system is based on length of business and whether or not it’s owned by women. This makes it less fair to a majority of businesses.","X"
"5f2732c17f64f043dd83bdbb","pf","I think the points system is most fair because it ensures that the neediest business get help. I think these businesses need to be prioritized.","I think a lottery is the least fair because the neediest business may be left out of being able to get help.","X"
"5c3a87a61ede2b000115cf76","lf","The lottery is most fair because it does not punish a business for being later to apply for assistance as long as the application deadline is met.  It also does not punish a business if it is owned by a man.","I think the points system is least fair as it punishes male owned businesses.  I also disagree with the assessment it is harder for a woman who has an equal financial history as a man to get a bank loan to start a business so I don't think a woman owned business should be favored in a points system.","X"
"5eb57a827b87b908ed464aca","fp","This system can let those who truly need help the most get the help they need. The points based system favors women and other factors that could exclude other types of businesses that are in serious need. The lottery would not be as successful as the other two systems due to it not taking into consideration the businesses that actually need help.","It does not take into account the businesses that actually need help. It is possible that some of the businesses that would be picked would be businesses that are doing fairly well while other businesses continue to suffer.","X"
"5add6b6aeb60400001536f2c","pf","I think that points awarded tell how stable and needy a business is.  Especially if there has been more COVID-related trouble, and the business has had some staying power, then that looks like something worth extending help to.","Drawing names wouldn't be the best way to help businesses who are truly in need of the most help.  There would be a chance that there would be more businesses, that don't really need quite as much help, taking away funds from other businesses that don't get chosen but need help the most.","X"
"5fc277121de4be409f503d0a","pf","It incorporates a reasoning and reproducible system for awarding aid.","Lottery is totally random. No reproducible or logical method is used.","X"
"5a00a8160fff620001a6b776","lp","I think the lottery is most fair, as it doesn't favor a business that is already fairly successful/likely to have a support system (the type that would get a points boost in the points system) or one that had inside connections (nothing nefarious, just friendships, working relationships, etc.)  to government employees that would allow them to hear about the program and get the applications in early. So, in short, it is the least biased option.","First come first served seems more unfair, as people who had more free time to look for info and/or better connections are more likely to have found out about the program first and had an advantage in getting their apps in early.","X"
"5e8b32ec2c33ae7f20a0b401","lp","The powerful always know how to get the government's money. Open lottery is the better way to be fair to all.","The powerful always will make sure they apply first, or make them looks like the first come.","X"
"5f89dc068df5520405822b18","pf","Yes I think point system is the most fair way for the government to select which business to help.","Yes. Actually who have need the money he will come fast so it it better to follow first come , first served.","X"
"5ed7b5af65b9ae09f16de102","fl","If a business need help, they need to be responsible to be one of the first to apply.","A lottery makes it so no one is biased, and every one is on the same footing when trying to get a loan or grant.","X"
"5ebdb4d3a814380d7781fbbe","pl","The points system described included points for having been most affected by the pandemic. That should be the primary consideration in allocating pandemic relief funds for businesses. The other criteria are helpful in prioritizing further any aid, to help level the playing field.","First-come first-served prioritizes businesses applying for aid whether or not they really need it. A business owner who perhaps tried to make it on her own without government aid, but later finds she just can’t survive the economic impacts of the pandemic might lose out to some other business that applied early “just in case,” even though the latter owner’s business may have been less impacted by the pandemic.","X"
"5dc59aea37023940a0860dea","pl","A lottery is totally random, whereas even some small businesses will be better situated to survive COVID than others. They don't necessarily need a loan, but might take it because it's available.

First-come, first-served isn't bad, but not ideal and seems susceptible to line jumping and other shenanigans.

The points system seems the best of these three, but it depends on how the points are distributed. I'd put more weight on need.","In this case, a lottery takes gaming-the-system out of the picture. Some people also might have small businesses that don't have access to getting an application in quickly, too.","X"
"5dd818e480123f7c8bc2e758","pf","The company's having the most need should be first.","Chance is not the way to go.","X"
"5ddb1b1e929d5da850164610","pl","It takes into account the need of each business.","Some businesses might not be able to apply quickly but that doesn't mean they need the help less. A lottery would give all businesses the same shot.","X"
"5d8aa95dd06260000179442b","pf","Each business should be assessed i ndividully as some need it more than others","The lottery could give money to businesses that do not need it.","X"
"5eaf1fa55c674408aad35174","pf","I think a points system is the most fair because it prioritizes the small businesses that are in the most need for financial support.","I think a first-come, first-serve system is more fair than a lottery because it is not random and it rewards people who are able to apply first instead of just anyone.","X"
"5ee00352b3595e34fe2428c4","pf","I think it would be more fair because it helps for people who may not know about it and were too late for the first come first serve.","I think first come first served is more fair because it gives credit to people who pay attention and who are knowledgeable about what the government is doing.","X"
"586372cae16d530001b345b8","pf","The help goes to those who need it most.","It does not take anything into consideration just chance.","X"
"57509ce803a9750006e311a5","pf","Because it would be fair to both women and men. It would show the best businesses and the ones that needed it most.","Because its just pure chance that one that needed it most would get the grant.","X"
"57dd766bbcd7150001ded5de","lf","It keeps out bias and mimics in a way life wherein chance factors decide things rather than claims or demands on account of certain criteria like being a woman, black, etc.","That is often how things go when there is only so much money to go around.  Whomever gets things done right and on time ought to be rewarded a bit by getting the money.  I did truly like the points system but the sticking point for me was giving women more points simply because of their gender.  That should not be a factor for deciding how a business ought to granted money.","X"
"5fc943bdee0fb0401817c36f","pl","The points system uses a metric to determine the most deserving businesses. I do not agree with all of the qualifications, but I think businesses that have been impacted by COVID should receive aid.","First-come first-served caters to people who are more informed or technically savvy. It does not take into account the damage done from COVID.","X"
"5f485110eae1181f66370df8","lf","First come, first served relies on factors outside the applicant's control. Suppose someone more deserving receives info about the funds, the application process, and the deadline later than someone who already has a million dollars in the bank? Suppose this person *does* mail the application early, but due to the vagaries of the postal delivery system, his application is received after the millionaire's application, or past the deadline, or lost in the system altogether.","A points system relies on dubious statistics about who is more disadvantaged and why, and the points are set and allocated by politicians who have their own biases. Race should absolutely not enter into the equation. Undesirable as first-come, first-served may be, it is much to be preferred over any points system.","X"
"5ae7ea3b77a799000116b43d","pl","I really don't like any of the options; however, it seems to me that points based will actually allow some degree of fairness. First come, first serve can be more harmful than helpful.","First come first serve is vastly unfair. A small business could have been in business for 6 months and have an unfair advantage over another more established business with far more to lose. None of it is fair, but some options are slightly more fair than others.","X"
"5d6376ec7e447f001c971315","pf","I think 1 and 2 are tied but first come may mean some with greater need would be left out. with a lottery the chances of getting aid would be next to nothing","you have almost no chance of getting the aid","X"
"5d2eac390aca250001e9c3e1","pf","Lotteries are too random to be effective, and can unfairly benefit businesses less deserving of aid.","The abstract nature of a lottery gives the appearance of potentially aiding everyone, but will only benefit a few and favoritism can operate outside of the public eye.","X"
"5f038dc85819b15b08840dfd","pl","Because then the people who are actually suffering will get the most help out of it.","Because first-come first-served, can be really weird, what if people don't hear about it until its too late.","X"
"5c128848c8651700019f488d","pf","A huge number of businesses are just poorly run or barely in service.  With limited funds the edge should be given to businesses that have shown the ability to succeed with an additional edge to those who have overcome adversity.","At least in first come, first served there is an advantage to those who put forth the effort.","X"
"591d369e88bbb500013a8517","pf","Because it takes things into consideration. for instance, some businesses have been hit hard by Covid while others are thriving. a thriving small business shouldn't get money over a hurting one.","Lottery is least fair because it is by chance. there is no telling who will win Those that win may not really need the money.","X"
"5809f556b869700001d71179","pl","Because it accounts for more than just when or if a business applied. It allows those businesses hardest hit by the downturn or classes of individuals to be given more points based on historical issues.","Because not every business owner is able to immediately apply for assistance. It seems more likely that savvy business owners would apply first.","X"
"5ec444b29c7ec91758b6d6b1","pl","Because some businesses will have more damage due to covid-19 than other businesses and therefore more weight should be given to them.","Because just because a business was able to submit their application before another one doesn't mean it is more deserving.  At least with a lottery everyone has a fair shot, more deserving or not.","X"
"5e13542bc12a3699bbdc8753","pl","First-come can mean money getting to someone who doesn't deserve it as much as someone who is later to the game or who had difficulty applying.  Lottery could do the same thing.","First come is a terrible way to do this.  Just because you are faster than anyone else makes you worthier?","X"
"5fb9b9c1c62f408e51e09e32","pl","I think the points system is most fair because I feel the main reason to give economic help to businesses is to help those businesses that are having the most financial loss from COVID-19 and I think it's wise to help businesses that have been in business for a long time so they don't have to shut down and it is true that minorities face more challenges in getting into business and keeping the business going.","I think a lottery is fairer than first-come-first-served because some businesses who really need the money may not have the time to get their paperwork together as a business that doesn't need the money as badly.
In this case, I think a lottery would be the fairer way to go.","X"
"5c0727ff1d461400012b61ee","lf","This gives no one an advantage and creates a level (and fair) way of choosing. It's like the money is being handed out blind, so it doesn't matter if your new, old, brown, black white. Everyone gets treated the same.","A points system doesn't really make much sense to me. Because who is to decide that an established business is any more important than a new business? Or why is a minority more deserving than a white person? It's just very bias and it's not fair.","X"
"5d069f2f041328001a7815be","lp","The lottery gives everyone an equal chance, without favoritism","the draw back is there could be favoritism, but if qualifications required are unbiased, might work.","X"
"5fbc184314992d0a49490a1e","pf","A points system ensures that the businesses that need the most help get the most help. The first-come, first-served and lottery systems have a factor of luck and being at the right place at the right time, in contrary.","A lottery system is the least fair because it is completely random and down to luck. The first-come, first-serve is not a fair system, but it has a slightly lower factor of luck.","X"
"5e52148e9a302e245eb71caf","pf","Sometimes but they should help the business that are not doing so good","Because a business probably don't need help","X"
"5f430d7837655454911d1d12","lp","Because it is completely random.","Because someone shouldn't be penalized if they were unable to show up.","X"
"5f59238e202b4d13191b6852","pf","It is more fair because it has the highest chance to go to those businesses that are most in need. It might not be perfect, but first-come, first-served and a lottery system can crowd out the businesses most in need.","A lottery is the most random of the bunch. Again, the businesses that need aid the most should be the ones that receive the grants first. The first-come, first-served system puts the onus on the businesses that need aid the most to be proactive and engage in the process.","X"
"5f77b243c99f31316e4cae58","pl","If its done first come first served, the likelihood that the neediest companies may not get in front is higher. The more powerful, prosperous ones may actually get in front of the neediest.  Lottery can be quite subjective, the neediest may end up losing completely","Those who need it most may be desperate enough to try and apply first","X"
"5fd4d084b99dfe27fdaab7de","fp","Because they have resorted to the local government as a guardian,they should be given priority.","Because many good traders can lose their chances through lottery.","X"
"5f484cef1d9c4630fdf85265","pf","I think a points system is more fair because it takes into account factors that will show which businesses really need the most help.","I think lottery is least fair because it's totally random. First come first serve isn't great either because those with the most power and loudest voice might get aid that others need.","X"
"5c9e65d52707e10001a00524","pf","value scale using common elements","some effort vs pure chance","X"
"5d094021c79e5a001a796b43","lf","Some people might not have the means to come first which if they need help is a real possibility because they have other concerns. A lottery would be random and since everybody needs the help, it can be ensured that no matter who wins it, it will go to those that need it.","Those that come first would not have the resources needed to just sit around and wait for a points system to take them into consideration. That desperation would mean that they need it and their ability to get there first means that allocation of help would not go to waste.","X"
"5d48d394da637a00174b96eb","pl","Because I believe that the businesses that are most impacted by the COVID-19 pandemic are the ones that deserve the money the most. This way, we are trying to help businesses that would likely close otherwise to stay open.","I think the first-come first-served is least fair because it is likely that the money will go to businesses that are doing well. The businesses that are struggling likely have less time and resources to apply for grant money.","X"
"5fd3e682c19e0c10c7b29f8d","pl","It seems more based on a factual reason rather than random chance or fast applications.","Many people do not have the means to apply quickly, eg poor internet or phone reception.","X"
"5c1449f1b439140001543ec1","pf","I think it’s more fair to look at which businesses have been around the longest, which ones are in the most debt, etc as opposed to the other options.","Lottery is least fair because that is literally gambling with people’s livelihood. In no way is that fair or ethical. How do they know the people that they do choose in this “lottery” need it more than those who weren’t chosen? They don’t.","X"
"5f12498badcb841933199737","pf","It takes into account the length of time a business has been operating and the damages it has suffered. These are both things I think are important to deciding whether a business deserves money.","A lottery leaves everything up to chance. First-come, first-served rewards those that were proactive in asking for help.","X"
"5f9b701704aa55229049cee0","fp","Because if you are applying as soon as possible then you are in need and are ready to apply.","It shouldn't be randomly done because it could be some that receive aid that are in better positions and done who need more aid they may not receive it","X"
"5f6fd1451758e95a989623b2","pl","It gives businesses with a longer history and more damage from Covid  first look, women owned is an important add on since their businesses are more at risk.","first-come first-served would not prioritize businesses with the most damage from Covid nor the length or success of the business.","X"
"5fc7cf79ae2a8f052af51589","pf","Because first-come first-served doesn't mean they always in a greater need of government helm, that other small businesses that have not applied for it yet.","A lottery can also choose some business that can still wait for a help, comparing to those, who are in greater need.","X"
"5c6a617c4330ba000182510e","pl","It is a more merit-based system that will allow businesses that have tried harder and are more established to be able to stay afloat, rather than being randomly selected or simply applying quick enough.","A first come first serve system may not allow enough time for all businesses to be aware of the aid being offered and with a lottery system at least all businesses have a chance.","X"
"5f4f9bc1f7598f06b2dc816f","pl","They have specific criteria (such as female owned) which should be taken into account over a random selection.","Rather than being at the mercy of when an application gets delivered, a random lottery gives everyone a fair chance.","X"
"5fd64bbdd15e6e51f34215fc","pl","Gives a better probability that the businesses that really need and are more deserving of funds get it instead of people who are aware of the program and apply first even if not eligible.","In this context first come is not a fair way to distribute the funds. Some eligible people may not be aware of the program until it is too late or many others have already applied. I feel it is more equitable to have a lottery in this scenario.","X"
"5fd1384446ded50c46ef3abc","fp","Yes who is come first he is been active properly on his work so he might get the chance.","Lottery is worse system than Point system.","X"
"5c97df1f9e1eff001662ed96","lf","If it is known that it is a lottery than everyone has an equal chance of getting help versus a first come first served for those who need the help but didn't do it in time.","Overall I think a points system would be the best, but giving more points for it solely based on being women owned is discrimination against men and the least fair.","X"
"5fbb4ac0c9e8fc88d5d43e62","pl","yes.a points system is the most fair way for the government to select which businesses to help..","yes.think a lottery is more fair than first-come first-served. Why do you think first-come first-served is least fair","X"
"5cd062370081a60017789079","lp","The random aspect of it ensures a fair process.","Those who might get advance notice from an inside source might have an application prepared to submit immediately, getting an advantage over other businesses.","X"
"5f489766dbc4a2364c0f4f93","pl","Its obvious that some businesses need more help than others. There are some small businesses that have benefited from the pandemic and many that are in worse shape - I imagine that a lottery or first come giveaway would be more likely to help some businesses that don't need help than would a points based system.","The businesses that are ""connected"" to people in power would know to be ready with their paperwork and ready to apply  so a lottery would be more likely to benefit more businesses that are not ""connected"". A small business owner who is spending 16 hour days trying to stay open would not be able to easily apply or even be aware of the help compared to someone who is less involved in his small business or who has more free time due to the business being shut down and so reads the news and is ready to apply.","X"
"5fc40b4048608b3785cc0e6e","pf","because it will be given to people who r in more need","because those 500 people worked hard to come first","X"
"5f12145f1a1a2c12eea62c06","pl","the lottery is completely random and I get worried about people with really bad luck. First come- first served depends completely on how quickly you can receive the information.","don't like either but prefer the lottery. It is less of a who knows who situation","X"
"5dcea4c3bc83380fe65dba2a","pl","A points system is more fair to help those businesses that have particularly suffered from the pandemic and for women-run businesses","A lottery is fairer than first-come, first-served since some businesses may be better equipped to apply faster and earlier due to advanced knowledge, technology, and language differences","X"
"5f8b4cbe24be0026a11e6efa","pl","A points system takes into account the degree of aid that the business needs - thereby disallowing businesses that are doing well from collecting aid money.","I think first come first served will skew aid to businesses that are aware of the program - rather than ones that need aid the most.","X"
"5f1f0be06ecfbc0879471f36","pf","I hope that by using points businesses have more chances to prove they really need the money by highlighting certain characteristics.","To me a lottery is lazy and a free-for-all.","X"
"5d1283351716480017019be7","pl","The points system takes into account the damage seen by the business, because the pandemic has hurt some business types much more than others. Some businesses who may have not been hurt that much might get more funding than one who is suffering greatly.","A first-come first-served system would create a mad rush to get funding, and businesses with more resources/employees would probably be able to get their applications in immediately, while smaller business that are already suffering may take a little longer to get their application in, and would miss their chance.","X"
"5fe6c6d0d4f1e4025106537b","fl","Those that need help must apply quicker. The less desperate a business the less urgency to respond. The most agile businesses that can respond quickest  to government intervention should be rewarded.","I preferred the point system until it stated minority businesses would gain additional points. This I believe is the definition of unfair. No one should get extra points based on their minority status. If a points system is to be used fairly it should use different metrics. Metrics such as people employed, likelihood of business collapse, long term outlook would all be better.","X"
"5e9a2f95fe11450cc4a6b2be","fp","I feel that if a business is in need of help, they will apply for the assistance and they will do it fast.","I don't believe a lottery would adequately help those in the most need. If a small business that has been around for 30 years is at severe risk of closing and they don't get chosen over a small business that could sustain another 5 years with no help, I don't really believe that is fair.","X"
"559fa17cfdf99b69c369d364","pf","Because I think it's better to get the help where it is needed more. This last round was sucked up by Trump and his greedy corporate friends. Fuck that and fuck them.","Sure. It show effort. Although the corporate lawyers will be there first.","X"
"5be2beac398f560001a58df7","pl","Lottery would be completely random and may not help any of the businesses that need it the most. First come will only benefit the most well connected who can find out and apply the fastest.","Firs come first served only helps the most connected, the lottery would give those not as well connected a chance they would not have using first come first served.","X"
"5f289663a0b4741f0ce3fcbe","pl","The point system should be objective,  based on some criteria.","Totally objective.  no favorites","X"
"5f6e71f3b273c13b726f3622","pf","Because I think it looks at how the business has been effected by covid. I think it takes a more holistic approach rather than just being random.","I think the approach puts some emphasis on the owner saying what it needs. I feel like it gives them some power to ask.","X"
"5fddab1eadaa094807da1403","fl","I  think that lotteries are more fair than a first-come first-serve solution to ultra Keep the system 1) by merit or points then 2) by lottery.","The principle of first-come-first-served is simple, and it's fair","X"
"5e02e86e67f170e232425286","fp","There is no completely fair way of choosing which business receive help and which ones don't. In my opinion, whatever money there is to be distributed should be distributed as evenly as possible, because different businesses have different needs.
First come first served would be one way of distributing money.","Their is structure to a points system. Where a lottery is strictly by chance. I don't think chance is a fair way to determine the livelihood of a business.","X"
"5ea72592a95dbf0c71404225","pl","I think it's more fair than a lottery where randomness doesn't allow someone who needs access to have access.  First come first serve punishes people for having schedule conflicts.","Lottery allows more fairness than those who have too much misfortune going on that keeps them stuck in place.","X"
"5fe9a982173bfb40ff87c99e","pf","Government should select business to help because not all business need support some is already stable","Fir me i think first come first serve is better because it shows thise that are serious and those that really need the support","X"
"5d61e2c9262779001a4e829a","lf","I think a lottery would be the fairest as there would be no bias towards any business.","I think the point system is least fair because businesses h
that are new and struggling need just as much help as established busineses.","X"
"5f10e4279df7fd42944120f3","pf","A point based system is more fair than a first come and lottery system because it allows the government to see which businesses actually need the help more than other businesses.","A first-come first served system is more fair than a lottery system because it allows the people who applied first get the help instead of a random chance against other businesses.","X"
"5dd6e8e3e426bd67d5b1c7e0","pf","Because it is based on merit.","Because it is based on luck.","X"
"5e718c86686c0c0b7759f340","lf","It gives all of the businesses a fair chance.","It should not be based on if the owner is a female and if the business has been around longer.","X"
"5f21f8a46a97191e94a4d08c","lf","I think firstCome first serve is more fair than the lottery because the people that apply first probably need it more","Because who applies first should get it first","X"
"5f179bd584e8e802ef9c187d","pf","I just think it makes more sense...business suffer differently and many small business do not have the staff to apply for the money as quickly as bigger ones","Lottery tends to make people bitter when they already feel down on their luck","X"
"5fba8ed9c7bb9a72a8c0ed8c","pl","Implementing a points system is a way to increase the likelihood that monies invested will go to businesses responsible with their finances and have a better chance to weather the pandemic. At least with a lottery, some of the most deserving recipients have a chance apart from being cherry-picked by the selection committee. First-come, first-served can easily be arranged in advance, thus excluding some more appropriately deserving businesses.","Many multi-million (if not multi-billion) dollar businesses who could better survive a financial setback were first to submit requests for funding. Many received millions of dollars in pandemic relief while many local businesses did, are, and will go under because they did not have access to holdover funding. It was not a fair playing field for those who needed it.","X"
"5c33ccf9377d960001044af0","lf","BECAUSE IT GIVES EACH BUSINESS THE SAME CHANCE.","IT DOESN'T TAKE INTO ACCOUNT ANY OTHER BUSINESS ASPECTS.","X"
"5dd3f0719b66eb3cdbbbda08","pl","Businesses that have been serving the community successfully for many years and who were most directly impacted by the shut-downs should be given priority.","If you are going to randomize which businesses get relief it should be completely random like a lottery, not first-come-first-serve.","X"
"5decaac46e09cf3792805023","pf","It would not be based on luck.","It would be in people's control and not based on luck.","X"
"5ed934afb9f9f64aaee79735","lf","It was a hard decision, but I feel just because one business applied before another business doesn’t mean the 2nd business is less deserving.","The Points system is not fair at all. Who decides what business is more deserving?  For example, why would a business that has been around longer get more points?  Why would a business owned by a woman deserve more points?","X"
"5f5d89dda340225e0c060414","lf","Probably both fair but a lottery is completely random so there is no bias with possibly putting some companies on the top of the pile even if they didn’t apply earliest.","Because what one thinks is fair is not truly fair. It is unfair to put men owned businesses behind women owned businesses. That carries the assumption that all men are the same—same advantages, same qualities. It’s prejudicial.","X"
"5d56123417ee8d0001cd9e00","fp","I think the first people to apply will be existing, successful small businesses with employees.  The owner demonstrates, by quickly applying, they are paying attention and quickly aware of the opportunities and concerned about staying in business and taking care of employees","It was difficult to choose points over lottery.  I just don't like a lottery.  I have no deep appreciation for either of the last two choices.","X"
"5f9556e826384e3aaa4f0f01","fl","It rewards speediness. The quicker businesses get the aids.","The points system is downright sexist.","X"
"5f90d574b4e0351f24796c77","pl","First, come first serve seems to be a bit unfair. The lottery seems ok but directing your attention to businesses that actually needs it seems to be the right choice.","First come first serve is unfair. There may be a small business that really could use the grant and can't find a means to receive the grant.","X"
"5dd4189ef30aa640b4e9c094","pl","A point system allows the community to show what they value and reward those values.","A lottery is not necessarily more fair, though it does allow all those seeking aid an opportunity to apply.","X"
"5ea9d795dec14d13eb7af3d9","lf","I think the lottery is more fair because it takes out any bias or human judgement. If the businesses qualify, they should have an equal opportunity to receive a grant.","I think if any judgement should be applied, businesses that apply first should get first chances. The points system would allow for businesses to be judged in unfair ways and potentially be unfairly rewarded.","X"
"5f65597823696e0e9bd8f63a","pl","Because it allows businesses who have been more impacted by COVID-19 a greater chance at getting help, and would support businesses more likely to survive with help if they are considering how long they have been in business.","I think first come first served is least fair, because it favors businesses that have financial people ready to fill out and apply for applications.","X"
"5dde843983e309dfeaf240e9","pl","A points system is more beneficial and fair because in a lottery and first come first served scenario more people could benefit. Those businesses that are actually suffering are more likely to get help. Because they could have a slim chance of winning the lottery and big businesses could come ""first"" and take all the help.","Because big businesses or white owned businesses would run to be first and not leave any help.","X"
"5c59c2a5a102f40001183916","pl","Businesses that are more likely to need the help ought to receive the help over businesses that could survive without it.","First-come first-serve, especially in the internet era, could very well mean all the money could be gone in a span of seconds, not giving everyone the opportunity to make their need known","X"
"5c8eb16ed169ac0001c27629","fl","Less likely to be biased.","I wouldn't trust the government to assign the points.","X"
"5fc5a2371b535212264944ca","fp","The points based system mentioned priority to woman owned business.  I think it should be more fair.","Because it is random and with the points system it could be earned","X"
"5c91c11b707ed90001859285","pl","It considers the actual circumstances of the small businee.","At least it's random and gives everyone a chance.","X"
"5fc7d47e2df9df05bbb0d206","pl","That was the system that reflected that minority businesses need more help because they were given less help in the first place. That is the most fair.","The people that hear about things first probably have more advantages in general. A lottery feels more fair.","X"
"5dd56b0bb0438951fd535966","fl","it encourages people to move quickly and does not give anyone an unfair advantage","everyone has an equal shot at it.","X"
"5bedf1dac998f000011f754b","lf","At least he lottery is random and no favorites are played","A business that is most eager will be quicker to step up.  This would be anyone's ball game.","X"
"5fcd112729ad24bd4ade7cd9","fp","I feel it's more fair because it's the most unbiased method. I actually like the points system idea, but I don't like the points given as examples.","Points system is more fair than the lottery because it takes into consideration who actually needs the help most, rather than give it to someone who may not even need it.","X"
"5f56e1d1b72358165158550d","pf","Those that NEED it and are affected more should get more.  Giving to those that aren't affected is just a gift.","This was a toss up, but if you put in more effort to get it done faster it might how you are more deserving, and maybe more needing. The problem is it might favor bigger cos. that have infrastructure to get paperwork done sooner.","X"
"5e2d3e464b8a1a33ef37b241","fp","I believe the ones who applied the earliest were the most eager the get financial help and they were the most determined to get back on their feet.","Yes. The government should check some guidelines if the small businessmen who applied are eligible or not.","X"
"5a358a5250833c0001ee992d","pf","The points system is more fair than the first-come, first-served system and the lottery system because it makes it so there are parameters and guidelines that the businesses have to follow in order to receive funding. It makes it so that those who have put the work in receive funding.","I think the lottery is the least fair because it is so randomized.","X"
"5d38f983242a6f000156bbc1","pf","Because it allows for a holistic view of who is more eligible to receive the grant","Because anyone who is in dire need will act fast to receive a grant.","X"
"5d346b4987386c00153de00c","pl","Ability to triage and rank the most affected businesses","Some folks may be blocked/delayed from a timely request submission, or not have an expedited channel","X"
"5994ce3dc825cf0001d7dd2d","pl","Because they are giving points to people that have been around longer and proven themselves, as well as having more covid damage, and are women.  Since reading about how women are discriminated against, I liked this option the best","They were all good options, don't get me wrong!  I just think that sometimes the best people are the last to know about something like this, and why should they suffer?","X"
"5d50feca50bdcf0001e8d38a","pl","The government can distinguish how disadvantaged each company is and compensate them based on their shortcomings.","More disadvantaged businesses could miss the opportunity due to constraints.","X"
"5fbe5fb799a44b38cccc6929","pl","Point based selection would ensure businesses that meet a particular point score are selected. Using this method those business that meet those criteria would be considered the beston that criteria","First come first serve would lead to a major Bais as those with that gets the information faster might apply first leaving those business that really require the help but didn't get the information quick to miss out.","X"
"5f8275c36d72281a1c8a2927","pf","This makes it fair for everyone.  Not everyone would have known about the help right away.  They might have needed assistance to fill out the paperwork.","A lottery doesn't take into account the amount of need each business has.","X"
"5c45263e5aca820001f7828e","pf","Because it gives background and history of a business that are important to consider when deciding that only 500 places will get funding","It's too random. Background history and diversity need to be considered. What if only randomly all shoe shops get funded, how would that be diverse","X"
"5662218473ac8700058095b1","lf","Every owner has made an effort in creating their business. While it makes sense for the government to support the stock of businesses overall, it does not make sense for the government to pick winners and losers.","It's still better than the government picking winners and losers.","X"
"5e6548dbb47a552c541cb053","pl","Logical ways that businesses can earn points by how they are affected by Covid is a more fair way to distribute the money.","Obtaining money by how you hear about it's availability would probably mean that some who do not need the money and were not affected by Covid could get it.","X"
"5dda993086c886a06ce9108d","lf","Everyone has an equal chance of being funded","It's seems biased to those companies who have a stronger presence and should not be in quite as much need","X"
"5dc8d871031ed662f4e63291","lf","The points system described could be better","Gender of owners seems little relevant","X"
"5fd38c79a4249f09d99243a7","pl","Because many businesses are not impacted the same as others.  Those with the most impact should get the relief.","First come, first served is not fair in most cases.  Just because you are ""quick to the draw"" doesn't mean you deserve the relief.","X"
"5ee6b5ae646338000b53f9ff","lf","It is completely random. There’s no specific criteria involved.","It’s biased towards businesses that have been around the longest. To me that doesn’t seem fair. I would think new businesses would more likely need assistance.","X"
"5de7b588ff15c2a06658dd1d","pf","One of the criteria was worst hit by Covid, ideally those hit the worst need the most help.","Those who are doing the work to find a way to help themselves deserve to have that work rewarded.","X"
"5dcf1a3a946f7c05cfac2d25","pf","Would get help to the businesses that need it most","Lottery doesn't take either need or owner initiative into consideration. On the other hand, I do worry that those who need it most may be too distracted to get their application submitted in a timely fashion. So I have mixed feelings about this.","X"
"5c6319a0b73d590001ae789d","fl","Based off the options this one was the most fair, if you show up early and apply you have a better chance. The lottery is random but fair to all, and the points based gives preference to peoples skin color. Which should have no value in business.","The points system seems it would take forever to get the help out, it is left up to people to choose certain company's based solely on the fact the owner is a minority.","X"
"5e375b7e76397a6f27f9547f","pl","There are communities that will have a harder time bouncing back from this pandemic and I feel that they deserve a better chance than those in affluent neighborhoods.","I feel like maybe those businesses that really need it might not have the means to apply on a first come first served basis or that those that don't really need the boost will be the first ones in line to apply over the ones that desperately need it.","X"
"5f905595f5c81a0e3feee963","lf","Because through the lottery method no one is able to cheat it is just based on luck.","Because women are not the only one that needs support.","X"
"5fc540adea15be02e38f66c1","pl","I think a points system is most fair because it allows small business owners to defend their right to stay in business. It would be a shame if a beloved business in my community was forced to close because they couldn't afford to stay in business, and all because they weren't chosen at random.  Meanwhile, there's the chance another business that may not be as impactful or successful, receives the money and they may use the money with no intent toward furthering their business.","I think first-come-first-served is unfair because not every small business owner will know about it right away. They may be busy with family problems or other facts and the information may not reach them in time. I think this could potentially leave out a lot of businesses that are beloved by the community and make an impact.","X"
"569cffa09e8363000c3087cd","pl","its the least biased method","not all people have the opportunity to drop everything to become the first 500. they have a business to try to run and keep afloat.","X"
