StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q134,method_fair,Q132,Q131,Q127,Q129,Q135,age,Q136,Q137,Q137_3_TEXT,Q138,Q139,Q140,MTurkCode,nonalg_method,budget,money,nonalg_method_present
2019-08-19 17:52:41,2019-08-19 17:52:41,Survey Test,*******,100,0,True,2019-08-19 17:52:41,R_9T7wJX8Io2N3js9,*******,*******,*******,*******,*******,*******,test,,Dignissim. Vivamus nibh sit id. Pretium pede curabitur platea eu ipsum euismod imperdiet. Gravida.,school counselor using a predictive model/algorithm,"Primis, dictumst pretium vehicula? Luctus per in rhoncus scelerisque placerat. Potenti tortor.","No, students who deserve mentors will still not get them",Extremely unfair,Somewhat unfair,"Culpa. Eu commodo leo sed sapien. Lectus elementum, sollicitudin fermentum pede.",16,Some high school or less,Other (please specify),Id amet posuere dolorem vulputate ante tempor facilisi integer egestas orci! Leo.,I have children and at least one is school-aged (3-18),Conservative,,,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-19 17:52:41,2019-08-19 17:52:41,Survey Test,*******,100,0,True,2019-08-19 17:52:41,R_2aQONR0rdIcKXOZ,*******,*******,*******,*******,*******,*******,test,,"Natoque pellentesque facilisis posuere, ac dapibus nunc magna diam! Scelerisque. Eu. Ultricies.",school counselor ${e://Field/nonalg_method_present},"Sit, accumsan aliquam pede phasellus ut bibendum diam per facilisis tortor orci dolor orci ligula.","No, students who deserve mentors will still not get them",Neither fair nor unfair,Somewhat unfair,"Enim at nulla? Posuere rutrum proin imperdiet volutpat, ut mattis sapien. Suspendisse placerat fermentum sem.",51,High school diploma or GED,Female,,I do not have children,Liberal,,,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-19 17:52:41,2019-08-19 17:52:41,Survey Test,*******,100,0,True,2019-08-19 17:52:41,R_5yYOW3wCcdnfzVz,*******,*******,*******,*******,*******,*******,test,,"Ante magna nullam, integer non volutpat dignissim etiam nibh auctor.",school counselor using a predictive model/algorithm,Pellentesque consectetuer iaculis sagittis molestie posuere luctus dui ac mattis ante per! Lorem facilisi consequat.,"Yes, students who deserve mentors will get them",Somewhat unfair,Extremely fair,"In etiam vitae tempus, morbi eu iaculis interdum sit integer.",10,High school diploma or GED,Male,,I have children but none are school age (they're younger than 3 or older than 18),"Moderate, Middle of road",,,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-19 17:52:41,2019-08-19 17:52:41,Survey Test,*******,100,0,True,2019-08-19 17:52:41,R_a350yQxd0lmayP3,*******,*******,*******,*******,*******,*******,test,,"Ut commodo tortor cursus ante morbi sapien, risus posuere vel leo pretium! Rutrum nunc? Nullam.",school counselor ${e://Field/nonalg_method_present},Pede a. Nulla tellus fermentum mauris quam quam fringilla. Neque fringilla per ullamcorper.,"No, students who deserve mentors will still not get them",Extremely unfair,Somewhat unfair,"Pede scelerisque. Ipsum non, proin. Nunc gravida amet accusamus lacus diam fusce nullam.",64,Graduate or professional school,Other (please specify),Bibendum. Cursus. Purus suspendisse purus et. Eros accusamus tempor scelerisque per temporibus tellus.,I have children but none are school age (they're younger than 3 or older than 18),Extremely liberal,,,used his judgment,larger budget,more,using his judgment
2019-08-19 17:52:42,2019-08-19 17:52:42,Survey Test,*******,100,0,True,2019-08-19 17:52:42,R_doMw31Hu9RGKGXj,*******,*******,*******,*******,*******,*******,test,,Nibh vulputate consequat turpis. Mi lectus turpis nec massa commodo ultricies porta enim? Mattis temporibus.,school counselor ${e://Field/nonalg_method_present},"Dolorem? Montes, sed nec dolor felis dolorem ac nec metus faucibus lectus eu porttitor etiam.","Yes, students who deserve mentors will get them",Somewhat unfair,Extremely fair,Scelerisque tortor sapien donec id atque mauris rutrum porttitor tempus tempus nunc leo. Elementum non.,21,4-year college degree,Male,,I have children but none are school age (they're younger than 3 or older than 18),Liberal,,,used an income cutoff,larger budget,more,using an income cutoff
2019-08-19 17:52:42,2019-08-19 17:52:42,Survey Test,*******,100,0,True,2019-08-19 17:52:42,R_6PWtLqh3QqURRwF,*******,*******,*******,*******,*******,*******,test,,Atque est auctor praesent urna dolor ultricies! Ab wisi donec arcu. Nunc magnis molestie.,school counselor ${e://Field/nonalg_method_present},"Ullamcorper praesent purus donec montes? Natoque platea massa, sagittis lorem gravida faucibus, vestibulum nec! Ab.","No, students who deserve mentors will still not get them",Somewhat fair,Somewhat unfair,Quis felis molestie urna cras enim luctus vel ultricies vulputate.,4,Some high school or less,Male,,I have children and at least one is school-aged (3-18),Extremely Conservative,,,used his judgment,smaller budget,less,using his judgment
2019-08-19 17:52:42,2019-08-19 17:52:42,Survey Test,*******,100,0,True,2019-08-19 17:52:42,R_24OgyAwHgeiigGp,*******,*******,*******,*******,*******,*******,test,,"Atque. Blandit faucibus, sapien justo cras. Culpa odio suscipit molestie! Interdum.",school counselor using a predictive model/algorithm,Porttitor ridiculus mauris elit morbi primis fusce nonummy venenatis molestie? Viverra dictumst.,"No, students who deserve mentors will still not get them",Somewhat fair,Somewhat fair,Molestie egestas montes metus suspendisse facilisi nulla ultrices porta? Venenatis rhoncus montes leo.,31,4-year college degree,Male,,I have children but none are school age (they're younger than 3 or older than 18),Slightly liberal,,,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-19 17:52:42,2019-08-19 17:52:42,Survey Test,*******,100,0,True,2019-08-19 17:52:42,R_02ljVPewN9dZpTn,*******,*******,*******,*******,*******,*******,test,,Lacus consectetuer tortor? Vitae iaculis nullam a erat! Sed odio arcu sem dignissim.,school counselor using a predictive model/algorithm,Rhoncus odio nec tincidunt! A lorem! Posuere? Ac donec commodo sodales accusamus.,"No, students who deserve mentors will still not get them",Extremely fair,Extremely fair,"Quis consequat? Ac ut viverra bibendum. Dapibus convallis pharetra eget porttitor, eros leo.",68,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,,,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-19 17:52:42,2019-08-19 17:52:42,Survey Test,*******,100,0,True,2019-08-19 17:52:42,R_6VEBqJ1yjszUk7z,*******,*******,*******,*******,*******,*******,test,,"Pharetra montes euismod proin. Vehicula. Nulla? Suscipit. Porta, aliquet, tincidunt.",school counselor ${e://Field/nonalg_method_present},"Dui blandit ac pede in turpis, risus sodales. Non vehicula morbi mattis molestie.","No, students who deserve mentors will still not get them",Extremely fair,Extremely fair,Nunc pede rhoncus amet. Interdum. Porttitor iaculis sollicitudin ultrices dictumst integer pretium commodo.,81,Some college or 2-year college,Female,,I do not have children,Conservative,,,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-19 17:52:42,2019-08-19 17:52:42,Survey Test,*******,100,0,True,2019-08-19 17:52:43,R_6legZ7w5NIYbQGN,*******,*******,*******,*******,*******,*******,test,,Elit dignissim nibh sodales cursus montes blandit eget bibendum quis a.,school counselor ${e://Field/nonalg_method_present},"Urna tortor ac! Volutpat vehicula volutpat placerat. Arcu, lectus sodales posuere.","No, students who deserve mentors will still not get them",Somewhat unfair,Somewhat unfair,"A arcu vestibulum tincidunt, euismod volutpat tellus egestas sed donec.",85,Some high school or less,Other (please specify),Natoque platea primis culpa risus facilisis bibendum facilisis turpis tellus massa augue viverra.,I do not have children,Liberal,,,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-19 17:52:43,2019-08-19 17:52:43,Survey Test,*******,100,0,True,2019-08-19 17:52:43,R_3eZ9yIkCOIqiazz,*******,*******,*******,*******,*******,*******,test,,"Tellus. Proin, sagittis. Leo porttitor accusamus bibendum auctor! Commodo convallis. Sollicitudin! Vehicula ut tincidunt tempora.",school counselor ${e://Field/nonalg_method_present},"Blandit diam? Accumsan luctus montes consectetuer metus pellentesque, venenatis sed ut.","No, students who deserve mentors will still not get them",Somewhat fair,Somewhat fair,Eu nonummy turpis! Luctus tellus neque suspendisse phasellus luctus ligula.,20,4-year college degree,Female,,I have children and at least one is school-aged (3-18),Conservative,,,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-19 17:52:43,2019-08-19 17:52:43,Survey Test,*******,100,0,True,2019-08-19 17:52:43,R_1HepMEvM0WjkAkt,*******,*******,*******,*******,*******,*******,test,,Eu sollicitudin magnis platea et eu massa. Per bibendum purus.,school counselor using a predictive model/algorithm,Neque ante eu. Tempor ultrices fermentum eros magnis tempora accusamus wisi dui etiam.,"No, students who deserve mentors will still not get them",Somewhat unfair,Neither fair nor unfair,Mauris. Ante? Venenatis primis! Amet! Facilisi pharetra porttitor sit etiam.,26,High school diploma or GED,Female,,I do not have children,"Moderate, Middle of road",,,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-19 17:52:43,2019-08-19 17:52:43,Survey Test,*******,100,0,True,2019-08-19 17:52:43,R_8IZyOQXQQinCq5T,*******,*******,*******,*******,*******,*******,test,,Sed ante ridiculus a vehicula luctus fusce iaculis venenatis pharetra.,school counselor using a predictive model/algorithm,"Sollicitudin fusce ut magna, fusce mattis, montes. Aliquam natoque laoreet. Etiam scelerisque.","Yes, students who deserve mentors will get them",Somewhat unfair,Neither fair nor unfair,Ipsum posuere euismod est tempus vivamus massa fringilla temporibus pede augue.,11,Some college or 2-year college,Female,,I have children but none are school age (they're younger than 3 or older than 18),Slightly liberal,,,used an income cutoff,larger budget,more,using an income cutoff
2019-08-19 17:52:43,2019-08-19 17:52:43,Survey Test,*******,100,0,True,2019-08-19 17:52:43,R_8kLvNnqhDIenhUp,*******,*******,*******,*******,*******,*******,test,,"Est accusamus gravida suspendisse ultricies? Odio, fermentum ac. Laoreet et tincidunt quis, sagittis imperdiet.",school counselor ${e://Field/nonalg_method_present},"Volutpat, pharetra quam dolorem eu porta vulputate! Accumsan eros lorem enim dapibus. Pretium dolorem.","Yes, students who deserve mentors will get them",Neither fair nor unfair,Extremely fair,"Sodales tempora. A ridiculus accusamus consequat nonummy volutpat. Fusce, vehicula a consectetuer eu luctus dui.",53,Some college or 2-year college,Female,,I do not have children,Slightly liberal,,,used his judgment,larger budget,more,using his judgment
2019-08-19 17:52:43,2019-08-19 17:52:43,Survey Test,*******,100,0,True,2019-08-19 17:52:43,R_bpEvVf7UFSc7xOJ,*******,*******,*******,*******,*******,*******,test,,Vestibulum. Donec etiam est auctor consectetuer tempor a cras viverra rhoncus accumsan nec? Erat praesent.,school counselor ${e://Field/nonalg_method_present},"Fermentum laoreet? Velit auctor ante nibh. Donec at! A? Ultrices, magna mauris.","Yes, students who deserve mentors will get them",Extremely fair,Extremely unfair,Porttitor consectetuer sapien pretium tempus. Vulputate leo massa? Nec ac mi scelerisque.,61,Graduate or professional school,Other (please specify),Porta ante id facilisis fermentum culpa commodo ridiculus lectus! Pede scelerisque placerat ut posuere.,I have children but none are school age (they're younger than 3 or older than 18),Slightly conservative,,,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-19 17:52:43,2019-08-19 17:52:44,Survey Test,*******,100,1,True,2019-08-19 17:52:44,R_3EKaRKBT6y8cFdH,*******,*******,*******,*******,*******,*******,test,,Pharetra atque. Sem eget per urna suscipit iaculis at rutrum ante tellus etiam ullamcorper a.,school counselor ${e://Field/nonalg_method_present},Aenean consectetuer felis in nulla donec natoque nulla scelerisque volutpat ultricies.,"Yes, students who deserve mentors will get them",Somewhat unfair,Somewhat unfair,At fermentum pharetra dui rutrum purus suspendisse rhoncus id? Rhoncus commodo.,32,4-year college degree,Other (please specify),Duis placerat phasellus phasellus interdum? Enim. Convallis maecenas sit in. Faucibus quam.,I have children but none are school age (they're younger than 3 or older than 18),Slightly liberal,,,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-19 17:52:44,2019-08-19 17:52:44,Survey Test,*******,100,0,True,2019-08-19 17:52:44,R_8v2kKlDKd59h1tz,*******,*******,*******,*******,*******,*******,test,,"Magna, nullam? Sapien, pede curabitur mattis ridiculus sollicitudin primis in? Egestas eu eros risus.",school counselor ${e://Field/nonalg_method_present},Posuere atque sodales curabitur ridiculus praesent cras risus donec. Suscipit.,"Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,Tellus mauris dolor consectetuer blandit ligula nullam facilisis! Urna nulla aliquam in ridiculus primis.,33,4-year college degree,Female,,I do not have children,Conservative,,,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-19 17:52:44,2019-08-19 17:52:44,Survey Test,*******,100,0,True,2019-08-19 17:52:44,R_eKkUXgebwlvlTo1,*******,*******,*******,*******,*******,*******,test,,Porttitor culpa velit ut vestibulum! Scelerisque? Ultricies scelerisque malesuada etiam eget.,school counselor ${e://Field/nonalg_method_present},"Vel velit mi mauris malesuada porta primis velit rhoncus! Nunc, tempor.","No, students who deserve mentors will still not get them",Somewhat unfair,Extremely fair,Mauris vehicula imperdiet elementum! Ut suspendisse! Ut leo. Quam? Posuere tempora egestas. Elit.,70,Some high school or less,Female,,I have children and at least one is school-aged (3-18),Slightly liberal,,,used his judgment,smaller budget,less,using his judgment
2019-08-19 17:52:44,2019-08-19 17:52:44,Survey Test,*******,100,0,True,2019-08-19 17:52:44,R_5i4t1l216oLocTz,*******,*******,*******,*******,*******,*******,test,,"Augue, mi felis mi atque sapien morbi pede egestas justo! Nec? Lorem ullamcorper. Pede lacus.",school counselor ${e://Field/nonalg_method_present},Neque urna. Faucibus vulputate volutpat urna massa nonummy tortor vitae et culpa. Dictumst.,"No, students who deserve mentors will still not get them",Extremely fair,Extremely fair,"Ullamcorper aenean convallis tempus ultricies interdum vitae elementum, eget wisi.",44,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Slightly liberal,,,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-19 17:52:44,2019-08-19 17:52:44,Survey Test,*******,100,0,True,2019-08-19 17:52:44,R_9nU692NAXx0LyWp,*******,*******,*******,*******,*******,*******,test,,"Cursus! Mauris phasellus ipsum, orci, vulputate? Purus cras sapien ultrices culpa quis faucibus.",school counselor ${e://Field/nonalg_method_present},Duis pretium vel convallis? Phasellus mauris cursus rutrum proin augue! Elit enim consequat fringilla.,"Yes, students who deserve mentors will get them",Extremely unfair,Neither fair nor unfair,Dolor? Accumsan commodo. Mauris tempora tempora laoreet potenti venenatis natoque.,90,Some college or 2-year college,Male,,I have children and at least one is school-aged (3-18),Liberal,,,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-19 17:52:44,2019-08-19 17:52:44,Survey Test,*******,100,0,True,2019-08-19 17:52:44,R_57ugLZUn3vxSGTr,*******,*******,*******,*******,*******,*******,test,,Odio molestie augue? Sem. Duis felis montes vivamus commodo primis tempora tempora et auctor enim.,school counselor using a predictive model/algorithm,Molestie suscipit vivamus dignissim eleifend facilisi purus. Luctus ultrices potenti. Tempus a. Vehicula.,"No, students who deserve mentors will still not get them",Extremely fair,Neither fair nor unfair,Donec curabitur diam culpa et culpa? Eros vulputate. Laoreet gravida. Primis massa donec eleifend ut.,46,High school diploma or GED,Female,,I have children but none are school age (they're younger than 3 or older than 18),Slightly conservative,,,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-19 17:52:45,2019-08-19 17:52:45,Survey Test,*******,100,0,True,2019-08-19 17:52:45,R_3emRR8stqag640R,*******,*******,*******,*******,*******,*******,test,,Sollicitudin curabitur! Platea arcu nulla consectetuer pellentesque aliquam primis felis mi tortor bibendum? Dolor orci.,school counselor using a predictive model/algorithm,"Bibendum magnis, sed sed dui arcu praesent magnis in, vehicula potenti.","Yes, students who deserve mentors will get them",Neither fair nor unfair,Extremely unfair,"Nec nullam, scelerisque aliquam aliquet. Maecenas. Morbi auctor. Fringilla leo velit vel arcu.",39,Some high school or less,Female,,I have children and at least one is school-aged (3-18),Extremely Conservative,,,used his judgment,larger budget,more,using his judgment
2019-08-19 17:52:45,2019-08-19 17:52:45,Survey Test,*******,100,0,True,2019-08-19 17:52:45,R_4P0yrDnmkqcX2h7,*******,*******,*******,*******,*******,*******,test,,"Quam, non temporibus pretium. Nonummy facilisi mauris ullamcorper magna vivamus risus nunc pretium vulputate.",school counselor using a predictive model/algorithm,Facilisis accusamus platea primis enim morbi duis mattis? Vulputate aliquam praesent.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Somewhat fair,"Dolor, lorem. Enim ultricies temporibus natoque bibendum! Mauris fringilla elementum vitae nibh consectetuer non.",27,Graduate or professional school,Other (please specify),"Nullam. Eu fringilla, rutrum, dignissim? Mauris leo nullam dapibus. Suscipit ullamcorper. Ac rutrum.",I do not have children,Conservative,,,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-19 17:52:45,2019-08-19 17:52:45,Survey Test,*******,100,0,True,2019-08-19 17:52:45,R_9GKwCYLTvU9PDx3,*******,*******,*******,*******,*******,*******,test,,"Morbi tempora? Egestas ullamcorper dapibus, porta a mauris a nunc! Donec maecenas per ligula.",school counselor using a predictive model/algorithm,Erat? Vitae consectetuer malesuada elit enim blandit aliquam justo elementum. Tortor in aliquet.,"Yes, students who deserve mentors will get them",Somewhat fair,Neither fair nor unfair,Lacus ante aliquam curabitur dapibus dui integer lorem! Volutpat. Luctus porttitor ut. Eros quam per.,69,Graduate or professional school,Female,,I have children and at least one is school-aged (3-18),"Moderate, Middle of road",,,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-19 17:52:45,2019-08-19 17:52:45,Survey Test,*******,100,0,True,2019-08-19 17:52:45,R_ddnLSMuPLPKo4El,*******,*******,*******,*******,*******,*******,test,,Non! Vivamus auctor fringilla euismod augue. Lectus nunc. Sodales platea! Facilisi ullamcorper volutpat.,school counselor ${e://Field/nonalg_method_present},"Pharetra? Fermentum nec. Interdum, aenean arcu. Imperdiet gravida enim. Felis turpis facilisis pharetra est.","Yes, students who deserve mentors will get them",Extremely fair,Somewhat unfair,"Nunc ante! Elit euismod, ligula quis aenean? Nec? Malesuada praesent! Fusce. Metus vulputate laoreet.",22,Some high school or less,Other (please specify),Praesent enim. Ac felis donec proin curabitur magna? Dignissim nonummy ab lacus turpis accusamus.,I have children and at least one is school-aged (3-18),Slightly liberal,,,used an income cutoff,larger budget,more,using an income cutoff
2019-08-19 17:52:45,2019-08-19 17:52:45,Survey Test,*******,100,0,True,2019-08-19 17:52:45,R_55UWSfnqf3XEO57,*******,*******,*******,*******,*******,*******,test,,Placerat. Vivamus cursus etiam? At a orci augue? Donec erat nibh.,school counselor ${e://Field/nonalg_method_present},"Per orci. Iaculis? Sodales magnis eleifend ultrices pellentesque, curabitur! Venenatis sem ipsum! Diam integer justo.","No, students who deserve mentors will still not get them",Extremely fair,Somewhat unfair,"Facilisis. Ridiculus mi eros. Tellus nunc temporibus porta nec ab. Placerat, dictumst! Sodales at.",100,Some high school or less,Female,,I do not have children,Conservative,,,used his judgment,smaller budget,less,using his judgment
2019-08-19 17:52:45,2019-08-19 17:52:45,Survey Test,*******,100,0,True,2019-08-19 17:52:45,R_8H9RqhMbQ23Wwfj,*******,*******,*******,*******,*******,*******,test,,Vel commodo imperdiet vivamus atque suscipit et? Ut. Velit faucibus tortor. Eleifend amet placerat per.,school counselor ${e://Field/nonalg_method_present},Vel imperdiet. Potenti. Ipsum lacus erat vestibulum sollicitudin porttitor porta ultrices.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Neither fair nor unfair,"Ridiculus velit. Pede platea? Magnis orci. Sit! Enim, wisi massa.",54,Graduate or professional school,Other (please specify),Pellentesque! Tincidunt turpis commodo accusamus suscipit accusamus. Augue laoreet tincidunt? Purus mauris amet? Tempus.,I have children and at least one is school-aged (3-18),Slightly conservative,,,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-19 17:52:46,2019-08-19 17:52:46,Survey Test,*******,100,0,True,2019-08-19 17:52:46,R_ezVM8hqd1SyMhc9,*******,*******,*******,*******,*******,*******,test,,"Tellus, quam faucibus ipsum massa magna arcu aliquet potenti sit? At risus culpa ipsum interdum.",school counselor using a predictive model/algorithm,Duis euismod culpa phasellus pellentesque? Wisi fermentum praesent in! Sit wisi.,"No, students who deserve mentors will still not get them",Neither fair nor unfair,Extremely fair,"Pharetra enim sagittis volutpat blandit magnis placerat nulla? Porta sed, arcu ultrices neque felis morbi.",68,High school diploma or GED,Male,,I have children but none are school age (they're younger than 3 or older than 18),"Moderate, Middle of road",,,used an income cutoff,larger budget,more,using an income cutoff
2019-08-19 17:52:46,2019-08-19 17:52:46,Survey Test,*******,100,0,True,2019-08-19 17:52:46,R_e4Ln26deFnBENvv,*******,*******,*******,*******,*******,*******,test,,"Vitae a purus ridiculus curabitur dui? Ridiculus magna! Dui non, lectus? Commodo eget a euismod.",school counselor ${e://Field/nonalg_method_present},"Sit placerat, pede bibendum et tellus rutrum ut velit, euismod maecenas. Wisi. Facilisis. Sed. Augue.","Yes, students who deserve mentors will get them",Somewhat fair,Extremely unfair,Facilisi sodales cursus leo odio tempora? Proin pede proin ullamcorper! Mauris donec sapien vestibulum quam.,7,High school diploma or GED,Other (please specify),Porta laoreet? Viverra ab pharetra augue magnis. Purus in luctus vulputate.,I have children but none are school age (they're younger than 3 or older than 18),Liberal,,,drawn students’ names randomly,larger budget,more,drawing students' names randomly
2019-08-19 17:52:46,2019-08-19 17:52:46,Survey Test,*******,100,0,True,2019-08-19 17:52:46,R_ai1cxEWRrHs76hT,*******,*******,*******,*******,*******,*******,test,,Sem vivamus vestibulum lacus pretium magnis? Tempora amet interdum urna. Fringilla.,school counselor using a predictive model/algorithm,Sem! Molestie mauris integer vehicula consectetuer. Convallis. Ligula sem est risus platea venenatis.,"Yes, students who deserve mentors will get them",Neither fair nor unfair,Extremely unfair,"Mauris quam! Ultricies facilisi! Ante iaculis, neque sodales nec accumsan augue auctor nullam, augue.",65,Some high school or less,Other (please specify),"Tortor, montes sem, bibendum ultrices praesent ac turpis! Montes ante turpis tortor molestie. Orci.",I do not have children,Slightly conservative,,,used parents' requests for a mentor for their child,larger budget,more,using parents' requests for a mentor for their child
2019-08-19 17:52:46,2019-08-19 17:52:46,Survey Test,*******,100,0,True,2019-08-19 17:52:46,R_38etsz6UGBVWgwR,*******,*******,*******,*******,*******,*******,test,,"Duis sollicitudin! Vitae ac, phasellus! Morbi dolorem a dolor nonummy consequat vehicula phasellus. Duis.",school counselor using a predictive model/algorithm,"Praesent eget! Potenti. Rutrum eleifend? Convallis aliquam ultrices elit morbi atque mattis diam? Cras, quam.","Yes, students who deserve mentors will get them",Somewhat fair,Extremely fair,At montes duis posuere. Tempus justo primis purus laoreet? Lectus.,56,Some college or 2-year college,Other (please specify),"Justo sit a, consequat dui. Scelerisque viverra suspendisse magnis dignissim. Tortor ante vestibulum.",I do not have children,Extremely Conservative,,,used his judgment,smaller budget,less,using his judgment
2019-08-19 17:52:46,2019-08-19 17:52:46,Survey Test,*******,100,0,True,2019-08-19 17:52:46,R_a9uNdAGdAIxPIjj,*******,*******,*******,*******,*******,*******,test,,"Ac! Posuere dolorem vulputate bibendum elementum pharetra? Vulputate atque viverra natoque turpis, etiam porttitor! Quam.",school counselor ${e://Field/nonalg_method_present},Dolor gravida sem metus tempora felis vehicula suspendisse! Molestie. Velit. Eleifend magnis posuere.,"Yes, students who deserve mentors will get them",Extremely fair,Somewhat fair,Faucibus. Ligula id tellus dolor. Tincidunt aliquam suspendisse erat vivamus montes tellus.,29,Some high school or less,Female,,I have children but none are school age (they're younger than 3 or older than 18),"Moderate, Middle of road",,,used his judgment,larger budget,more,using his judgment
2019-08-19 17:52:46,2019-08-19 17:52:46,Survey Test,*******,100,0,True,2019-08-19 17:52:46,R_6SiYt5Ku3uI69O5,*******,*******,*******,*******,*******,*******,test,,Urna. Nec mauris eros est placerat posuere. Etiam elit eros? Morbi commodo. Curabitur tempora id.,school counselor using a predictive model/algorithm,Pretium eget metus. Tellus nonummy sapien in? Ridiculus felis eros? Est sapien.,"Yes, students who deserve mentors will get them",Somewhat unfair,Extremely unfair,Facilisis dapibus proin phasellus justo culpa accumsan sem dui vulputate.,76,Some high school or less,Other (please specify),"Dolorem diam pede, ipsum velit. Commodo, dolorem phasellus eros, venenatis enim diam. Tempora! Laoreet enim.",I do not have children,Slightly conservative,,,used parents' requests for a mentor for their child,smaller budget,less,using parents' requests for a mentor for their child
2019-08-19 17:52:47,2019-08-19 17:52:47,Survey Test,*******,100,0,True,2019-08-19 17:52:47,R_8ddmHmL2DcmSdI9,*******,*******,*******,*******,*******,*******,test,,Vivamus porta magnis. Purus proin risus tortor porta dui porta? Morbi wisi fermentum.,school counselor using a predictive model/algorithm,"Ullamcorper, leo dolor cursus nonummy et tellus! Blandit tempor nonummy auctor.","Yes, students who deserve mentors will get them",Somewhat unfair,Neither fair nor unfair,"Magna culpa placerat! Id, donec molestie primis auctor quam quam. Lorem, etiam.",4,Some high school or less,Other (please specify),"Porttitor wisi facilisis? Per aliquam eget a elementum, platea sit magnis.",I do not have children,Extremely Conservative,,,used an income cutoff,smaller budget,less,using an income cutoff
2019-08-19 17:52:47,2019-08-19 17:52:47,Survey Test,*******,100,0,True,2019-08-19 17:52:47,R_d5uNFEiUaRqx8y1,*******,*******,*******,*******,*******,*******,test,,Leo nunc tempus luctus. Molestie! Integer dolor ultrices! Nec est vehicula nullam.,school counselor ${e://Field/nonalg_method_present},"Primis ante, fringilla lorem ut consectetuer gravida tellus cursus ante, sagittis fringilla eros.","Yes, students who deserve mentors will get them",Somewhat unfair,Neither fair nor unfair,Suscipit sapien. Nonummy convallis pellentesque facilisis eget. Tincidunt pharetra turpis? Ultrices vulputate commodo pretium luctus.,3,Some college or 2-year college,Male,,I have children but none are school age (they're younger than 3 or older than 18),Extremely Conservative,,,drawn students’ names randomly,smaller budget,less,drawing students' names randomly
2019-08-19 17:52:47,2019-08-19 17:52:47,Survey Test,*******,100,0,True,2019-08-19 17:52:47,R_9AyzIBDrxddfMUd,*******,*******,*******,*******,*******,*******,test,,Scelerisque ac donec! Urna convallis! Turpis vestibulum facilisi euismod turpis scelerisque dignissim ante magna eleifend.,school counselor ${e://Field/nonalg_method_present},"Velit. Facilisi purus felis orci phasellus! Malesuada? Potenti, per, velit sollicitudin.","Yes, students who deserve mentors will get them",Somewhat unfair,Extremely fair,Cursus interdum diam curabitur odio. Nibh blandit fringilla bibendum praesent purus. Sagittis iaculis ipsum.,84,Graduate or professional school,Male,,I have children and at least one is school-aged (3-18),Conservative,,,used an income cutoff,larger budget,more,using an income cutoff
2019-08-19 17:52:47,2019-08-19 17:52:47,Survey Test,*******,100,0,True,2019-08-19 17:52:47,R_88knhQWsRWQPojP,*******,*******,*******,*******,*******,*******,test,,Odio at quis neque ultrices ac commodo eros consequat temporibus leo consequat elementum.,school counselor using a predictive model/algorithm,Tincidunt vulputate vitae sagittis tincidunt magnis? Iaculis vehicula sagittis iaculis.,"No, students who deserve mentors will still not get them",Somewhat unfair,Somewhat unfair,Ut praesent urna ab lectus quis sodales in montes! Dui lacus.,11,Some college or 2-year college,Other (please specify),"Viverra. Pellentesque, per praesent ante. Tortor purus. Nonummy ut ultrices sodales? Neque temporibus. Eu! Ut.",I have children and at least one is school-aged (3-18),Extremely liberal,,,used his judgment,smaller budget,less,using his judgment
